sim_time	pts.pos_.x	pts.pos_.y	pts.pos_.z	pts.vel_.x	pts.vel_.y	pts.vel_.z	gts.f_thrust_.x	gts.f_thrust_.y	gts.f_thrust_.z
123.000000	-4304163.006496797316	2337886.120266330894	4426897.774472787045	-2613.888031660977	-3262.170331983963	247.458091636011	-91566.123192704719	-106609.044445802268	14301.899377752838
124.000000	-4306779.781450575218	2334615.483323874883	4427143.076045239344	-2619.664485365578	-3279.122583663219	243.138204306819	-91212.661967111460	-106965.153304217311	13895.822231116277
125.000000	-4309402.340839043260	2331327.837027344853	4427384.037255380303	-2625.456888102622	-3296.189205759551	238.777282564157	-90857.241635493177	-107319.081398614071	13489.403624596023
126.000000	-4312030.700573375449	2328023.066506059840	4427620.616814735346	-2631.265164125753	-3313.371201359938	234.374817119495	-90499.868413212957	-107670.820781706338	13082.651466152563
127.000000	-4314664.876488859765	2324701.055878502317	4427852.772921936586	-2637.089237394394	-3330.669589097761	229.930291391378	-90140.548558466326	-108020.363531304771	12675.573681041707
128.000000	-4317304.884344593622	2321361.688236609567	4428080.463255296461	-2642.929031573937	-3348.085403499180	225.443181347526	-89779.288372466923	-108367.701750564112	12268.178211708397
129.000000	-4319950.739823199809	2318004.845629690215	4428303.644965321757	-2648.784470035970	-3365.619695339152	220.912955342603	-89416.094199645348	-108712.827568187291	11860.473017959301
130.000000	-4322602.458530516364	2314630.409048006404	4428522.274666978046	-2654.655475858551	-3383.273532007339	216.339073951456	-89050.972427825909	-109055.733138691954	11452.466076832965
131.000000	-4325260.055995320901	2311238.258405970875	4428736.308431865647	-2660.541971826530	-3401.047997884293	211.720989797741	-88683.929488479058	-109396.410642581977	11044.165382773868
132.000000	-4327923.547669013962	2307828.272524954751	4428945.701780150644	-2666.443880431912	-3418.944194728250	207.058147377711	-88314.971856867618	-109734.852286645342	10635.578947514356
133.000000	-4330592.948925355449	2304400.329115712550	4429150.409672349691	-2672.361123874278	-3436.963242072861	202.349982879050	-87944.106052312796	-110071.050304135235	10226.714800173855
